	average
Calu	0.9752309399777354
Lyrm2	0.9752309399777354
Slmap	0.9752309399777354
Luzp2	0.9752309399777354
Smg5	0.9752309399777354
Slc35b1	0.9752309399777354
Iqcb1	0.9752309399777354
Pcdhb19	0.9752309399777354
Etv6	0.9752309399777354
Mmadhc	0.9752309399777354
Ip6k2	0.9752309399777354
Arxes2	0.9752309399777354
Actn4	0.9752309399777354
Mtrf1	0.9752309399777354
Klhl12	0.9752309399777354
Mycl1	0.9752309399777354
Ywhae	0.9752309399777354
BC018507	0.9752309399777354
Golga4	0.9752309399777354
Zfml	0.9752309399777354
Mlh3	0.9752309399777354
Prkaa2	0.9752309399777354
Cdkn2aipnl	0.9752309399777354
Hmgcr	0.9752309399777354
Fam49a	0.9752309399777354
Ifit3	0.9752309399777354
Jak1	0.9752309399777354
Npy1r	0.9752309399777354
Rpe	0.9752309399777354
Dcdc2a	0.9752309399777354
Ppp1r15b	0.9752309399777354
Scgb1c1	0.9752309399777354
Zfp330	0.9752309399777354
Zbtb41	0.9752309399777354
Pnpla2	0.9752309399777354
Wrnip1	0.9752309399777354
Ing4	0.9752309399777354
Gpx4	0.9752309399777354
Gtf3c2	0.9752309399777354
Ep300	0.9752309399777354
Ndnf	0.9752309399777354
Rfk	0.9752309399777354
Myof	0.9752309399777354
Dpp10	0.9752309399777354
Eif2ak4	0.9752309399777354
Rps18	0.9752309399777354
Ranbp6	0.9752309399777354
Serp2	0.9752309399777354
Cox10	0.9752309399777354
Det1	0.9752309399777354
Pcbd1	0.9752309399777354
Asphd2	0.9752309399777354
Ndst2	0.9752309399777354
Tomm5	0.9752309399777354
Ccdc101	0.9752309399777354
Sgcb	0.9752309399777354
Hid1	0.9752309399777354
Map1lc3b	0.9752309399777354
Snapin	0.9752309399777354
Cmip	0.9752309399777354
Nudc	0.9752309399777354
Mta1	0.9752309399777354
Tnks1bp1	0.9752309399777354
Smpd1	0.9752309399777354
Bms1	0.9752309399777354
Epha1	0.9752309399777354
AI413582	0.9752309399777354
Kcnk13	0.9752309399777354
Wsb1	0.9752309399777354
Slc25a46	0.9752309399777354
Son	0.9752309399777354
Btbd10	0.9752309399777354
Dvl2	0.9752309399777354
Stk30	0.9752309399777354
Tomm40l	0.9752309399777354
Ubac2	0.9752309399777354
Ptpn6	0.9752309399777354
Naa30	0.9752309399777354
Pcmtd2	0.9752309399777354
Tmx2	0.9752309399777354
Ank3	0.9752309399777354
Exoc3	0.9752309399777354
Eri3	0.9752309399777354
Mbtps1	0.9752309399777354
Rpa1	0.9752309399777354
Zcchc18	0.9752309399777354
Ube2w	0.9752309399777354
Zfp598	0.9752309399777354
Hagh	0.9752309399777354
Ilf3	0.9752309399777354
Vcp	0.9752309399777354
Siae	0.9752309399777354
Mob4	0.9752309399777354
Smad7	0.9752309399777354
2900052N01Rik	0.9752309399777354
Fbxo34	0.9752309399777354
Babam1	0.9752309399777354
Zfp207	0.9752309399777354
Slc7a5	0.9752309399777354
2810029C07Rik	0.9752309399777354
Ehd1	0.9752309399777354
Arfgef1	0.9752309399777354
Rnf20	0.9752309399777354
Crlf3	0.9752309399777354
Akap8	0.9752309399777354
Eif2s3x	0.9752309399777354
Ddx31	0.9752309399777354
Zc3h10	0.9752309399777354
Ndufb3	0.9752309399777354
Agpat1	0.9752309399777354
Ciao1	0.9752309399777354
Reep3	0.9752309399777354
Trio	0.9752309399777354
Rpl17	0.9752309399777354
Snrnp48	0.9752309399777354
Psmc1	0.9752309399777354
Yes1	0.9752309399777354
Ndufs6	0.9752309399777354
Nfyc	0.9752309399777354
Mfsd10	0.9752309399777354
Fbxo41	0.9752309399777354
Papd5	0.9752309399777354
2810405F15Rik	0.9752309399777354
Fjx1	0.9752309399777354
Sod1	0.9752309399777354
Cwc15	0.9752309399777354
Notch3	0.9752309399777354
Hmcn1	0.9752309399777354
Zrsr1	0.9752309399777354
Csk	0.9752309399777354
Tbx6	0.9752309399777354
Ncor1	0.9752309399777354
Usmg5	0.9752309399777354
Hdac1	0.9752309399777354
Sidt2	0.9752309399777354
Fam168a	0.9752309399777354
Hdlbp	0.9752309399777354
Kars	0.9752309399777354
Zfp503	0.9752309399777354
Eml5	0.9752309399777354
Neurl1a	0.9752309399777354
Pacsin3	0.9752309399777354
Rps11	0.9752309399777354
Pcnx	0.9752309399777354
Drg1	0.9752309399777354
Jun	0.9752309399777354
Arfip1	0.9752309399777354
Ctcf	0.9752309399777354
Igsf21	0.9752309399777354
E130309F12Rik	0.9752309399777354
Parl	0.9752309399777354
Igtp	0.9752309399777354
Atp2c1	0.9752309399777354
Pabpc1	0.9752309399777354
Sdhaf2	0.9752309399777354
Ebf4	0.9752309399777354
Sacm1l	0.9752309399777354
Srsf5	0.9752309399777354
Srek1ip1	0.9752309399777354
Mllt4	0.9752309399777354
Usp14	0.9752309399777354
Nefm	0.9752309399777354
Gatad1	0.9752309399777354
Rbfox2	0.9752309399777354
6330549D23Rik	0.9752309399777354
Ehmt1	0.9752309399777354
Mrpl30	0.9752309399777354
Kank1	0.9752309399777354
Atg13	0.9752309399777354
Rnf139	0.9752309399777354
Cxxc1	0.9752309399777354
Tmtc1	0.9752309399777354
Ube2n	0.9752309399777354
Emc1	0.9752309399777354
Pcmt1	0.9752309399777354
Ifnar2	0.9752309399777354
Apopt1	0.9752309399777354
Usp37	0.9752309399777354
Dctn3	0.9752309399777354
Sfswap	0.9752309399777354
Dpp9	0.9752309399777354
Ercc8	0.9752309399777354
Clk3	0.9752309399777354
Pigk	0.9752309399777354
Bscl2	0.9752309399777354
Phlpp1	0.9752309399777354
Naa40	0.9752309399777354
4930579G24Rik	0.9752309399777354
Zic1	0.9752309399777354
Gm13826	0.9752309399777354
Pbxip1	0.9752309399777354
Plekhn1	0.9752309399777354
Ugt8a	0.9752309399777354
Slmo2	0.9752309399777354
Gpr155	0.9752309399777354
Zranb2	0.9752309399777354
Surf1	0.9752309399777354
Rfxap	0.9752309399777354
G3bp1	0.9752309399777354
Mapk9	0.9752309399777354
Cops7a	0.9752309399777354
Nell2	0.9752309399777354
Ube2g1	0.9752309399777354
Zmym1	0.9752309399777354
Cse1l	0.9752309399777354
Kpna4	0.9752309399777354
Tpra1	0.9752309399777354
Sdf2	0.9752309399777354
Mrps22	0.9752309399777354
Tor1aip1	0.9752309399777354
St3gal5	0.9752309399777354
Snhg3	0.9752309399777354
Fat1	0.9752309399777354
Klhl24	0.9752309399777354
Uba5	0.9752309399777354
Grlf1	0.9752309399777354
Pcgf2	0.9752309399777354
Tex9	0.9752309399777354
C1qc	0.9752309399777354
Ostc	0.9752309399777354
Kat5	0.9752309399777354
Slain2	0.9752309399777354
Lactb	0.9752309399777354
Gpr162	0.9752309399777354
Ppp1r7	0.9752309399777354
Numa1	0.9752309399777354
Phtf2	0.9752309399777354
Ctss	0.9752309399777354
Serf2	0.9752309399777354
Cox7a2l	0.9752309399777354
Ube2f	0.9752309399777354
Vps26b	0.9752309399777354
Gpr85	0.9752309399777354
9230110C19Rik	0.9752309399777354
Unc119	0.9752309399777354
Rpl7l1	0.9752309399777354
Spred3	0.9752309399777354
Lurap1l	0.9752309399777354
Rps19	0.9752309399777354
Psmc5	0.9752309399777354
Tm7sf3	0.9752309399777354
Ppp2cb	0.9752309399777354
Coq2	0.9752309399777354
Pcdh9	0.9752309399777354
Map3k2	0.9752309399777354
Actn1	0.9752309399777354
Rgs8	0.9752309399777354
Tmppe	0.9752309399777354
Tmem135	0.9752309399777354
Psmb1	0.9752309399777354
Plvap	0.9752309399777354
Fgf14	0.9752309399777354
Lonrf3	0.9752309399777354
Abcc9	0.9752309399777354
Zcchc9	0.9752309399777354
Fam126b	0.9752309399777354
Rai1	0.9752309399777354
Gabarapl1	0.9752309399777354
Mrp63	0.9752309399777354
Gorasp2	0.9752309399777354
4922501C03Rik	0.9752309399777354
Hist1h2ai	0.9752309399777354
Plxna3	0.9752309399777354
1810037I17Rik	0.9752309399777354
Git1	0.9752309399777354
Gnb4	0.9752309399777354
Xbp1	0.9752309399777354
Trappc1	0.9752309399777354
Slc35a2	0.9752309399777354
Cbr2	0.9752309399777354
Casp8ap2	0.9752309399777354
D10Jhu81e	0.9752309399777354
Gad2	0.9752309399777354
Ppid	0.9752309399777354
Topors	0.9752309399777354
Zc3h11a	0.9752309399777354
Etv1	0.9752309399777354
Hist1h2an	0.9752309399777354
Tmem206	0.9752309399777354
Ddx6	0.9752309399777354
Tpi1	0.9752309399777354
Prdx2	0.9752309399777354
Tnrc6b	0.9752309399777354
Fam20c	0.9752309399777354
Atl1	0.9752309399777354
AI848285	0.9752309399777354
Sec62	0.9752309399777354
Arhgap42	0.9752309399777354
A030009H04Rik	0.9752309399777354
Ctnnbl1	0.9752309399777354
Eif4b	0.9752309399777354
Ift27	0.9752309399777354
Ergic3	0.9752309399777354
Fzd9	0.9752309399777354
Bcl7b	0.9752309399777354
Dnajc27	0.9752309399777354
Lrrn3	0.9752309399777354
A430005L14Rik	0.9752309399777354
Brpf1	0.9752309399777354
Mvb12b	0.9752309399777354
Sec11a	0.9752309399777354
Map7d2	0.9752309399777354
Prkrir	0.9752309399777354
2810468N07Rik	0.9752309399777354
Syndig1	0.9752309399777354
Dync1i2	0.9752309399777354
Prpf3	0.9752309399777354
Zyx	0.9752309399777354
Rpia	0.9752309399777354
Noc3l	0.9752309399777354
Fam19a5	0.9752309399777354
Cd63	0.9752309399777354
Tceb1	0.9752309399777354
9030612E09Rik	0.9752309399777354
Rbbp5	0.9752309399777354
Smarca1	0.9752309399777354
Ide	0.9752309399777354
Pdxk	0.9752309399777354
Trmt2a	0.9752309399777354
Accs	0.9752309399777354
Gar1	0.9752309399777354
Fam229b	0.9752309399777354
Fam69b	0.9752309399777354
Nup155	0.9752309399777354
Nap1l3	0.9752309399777354
Bet1	0.9752309399777354
Abhd16a	0.9752309399777354
Nbea	0.9752309399777354
Rgs7bp	0.9752309399777354
Chmp4b	0.9752309399777354
Cbx3	0.9752309399777354
Hspa4	0.9752309399777354
Trim8	0.9752309399777354
Trappc6b	0.9752309399777354
Tmem55a	0.9752309399777354
Msrb2	0.9752309399777354
Arl13b	0.9752309399777354
Lamtor4	0.9752309399777354
Adcy6	0.9752309399777354
Ocel1	0.9752309399777354
Rpp14	0.9752309399777354
Med30	0.9752309399777354
Ncln	0.9752309399777354
Gm15421	0.9752309399777354
Ggt7	0.9752309399777354
Snx11	0.9752309399777354
Marf1	0.9752309399777354
Ptbp1	0.9752309399777354
2410015M20Rik	0.9752309399777354
Lrrc55	0.9752309399777354
Ubtd2	0.9752309399777354
Leng8	0.9752309399777354
Znrf3	0.9752309399777354
Ndufa9	0.9752309399777354
Mpv17l2	0.9752309399777354
